,Solute SMILES,Solvent SMILES,pKa (avg),pKa (all),Source,,,,,,
4623,Cc1ccc(C(O)C(C(=O)O)c2ccc(C3CCCCC3)cc2)cc1,O,4.18,[4.18],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4624,O=C(O)C(=O)Cc1ccccc1,O,2.68,[2.68],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4625,Cn1ncc2c(=O)[nH]cnc21,O,9.26,[9.26],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4626,Cl.NCCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1,O,5.34,[5.34],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4627,O=C1NC2(CCCc3ccccc32)C(=O)N1CCCN1CCN(c2ccccc2)CC1,O,10.55,[10.55],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4628,CC(C)NCCNC(C)C,O,10.4,[10.4],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4629,COc1ccc(N2N=C(C)CC2=O)cc1,O,7.06,[7.06],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4631,O=C([O-])c1ccc2oc3ccccc3c(=O)c2c1,O,3.73,[3.73],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4632,Nc1cc[nH+]c2c1ncn2CCOCP(=O)([O-])O,O,7.1,[7.1],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4633,Cc1nc(N2CCCC2)c([N+](=O)[O-])n1CC(O)CNC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,O,6.541,[6.541],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4634,CC[NH2+]/C(=C/C(=O)c1cccc(S(=O)(=O)[O-])c1)n1ccnc1,O,4.5,[4.5],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4635,Cc1c(C(F)(F)F)nc2c(OCc3ccccc3)cccn12,O,2,[2.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4636,Cn1cncc1C[C@H](NC(=O)CCN)C(=O)[O-],O,9.53,[9.53],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4637,CN(C)c1ccc(C(N)=[NH+]O)cc1,O,14.15,[14.15],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4638,[NH3+]CCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-],O,6.89,[6.89],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4639,O=C([O-])CC(Br)C(=O)[O-],O,2.69,[2.69],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4640,C[Si](C)(CCCCl)CCCC(=O)O,O,4.98,[4.98],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4641,O=C(O)C(F)(F)F,O,0.29,"[0.5, 0.23, 0.23, 0.2]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., https://bit.ly/3wF902t]",,,,,,
4642,Nc1ccc(S(=O)(=O)[N-]C(=O)c2ccccc2)cc1,O,4.57,[4.57],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4643,[O-]c1nc([O-])c2[nH]cnc2n1,O,11.08,[11.08],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4644,OCCc1ccncc1,O,5.68,[5.68],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4645,C[C@H](O)C(=O)C1=Nc2c([O-])nc(N)nc2NC1,O,10.06,[10.06],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4646,Cc1cccc(C(C)[N+](=O)[O-])c1,O,7.49,[7.49],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4647,Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,O,5.3,[5.3],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4648,CC(=O)[n+]1ccccc1,O,5.32,[5.32],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4649,CCN(CC)CCCCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,O,10.35,[10.35],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4650,C#CC(C)(C)COCn1cc[n+](C)c1C=NO,O,8.03,[8.03],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4651,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,O,9.22,"[8.38, 9.94, 8.41, 8.5, 10.8, 9.9, 9.94, 8.4, 8.1, 10.27, 8.1, 9.9]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., https://bit.ly/3wF902t, https://bit.ly/3wF902t]",,,,,,
4652,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,O,9.38,"[9.38, 9.38]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4653,CC(O)COc1cccc2oc(C(=O)[O-])cc(=O)c12,O,1.46,[1.46],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4654,CC1NC(N)=Nc2ccccc21.I,O,10.5,[10.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4655,CN(C)c1ccc(F)cc1,O,4.01,[4.01],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4656,Cc1c(O)c[n+](N)cc1-c1ccccc1,O,4.9,[4.9],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4657,Cc1cccc(C(=O)O)c1,O,4.28,[4.28],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4658,CCOCCn1c(CN2CC[NH+](CCCCn3cc(C(=O)O)cn3)CC2)[nH+]c2ccccc21,O,3.8,[3.8],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4659,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)O[C@H](CF)[C@@H]1F,O,7.4,[7.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4660,Cc1cc(O)c(C(C)C)cc1Cl,O,9.98,[9.98],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4661,Cc1ncsc1CCCl,O,3.2,[3.2],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4662,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,O,8.5,[8.5],[https://bit.ly/3wF902t],,,,,,
4663,C[n+]1ccccc1N,O,12.2,[12.2],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4664,CCCCSC1=NCCN1,O,9,[9.0],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4665,CCOc1ccc2[nH]c(C)nc2c1,O,6.22,[6.22],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4666,Cc1ccc([Se](=O)O)cc1,O,4.88,[4.88],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4667,Cc1cc(Br)cc(C(N)=O)c1O,O,7.58,[7.58],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4668,Nc1ccc([N+](=O)[O-])c(F)c1,O,-0.3,[-0.3],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4669,CC(C)c1cccc(C(C)C)c1N=C1NCCN1,O,10.65,[10.65],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4670,Cn1cnc2nc([O-])[nH]c(=S)c21,O,12.1,[12.1],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4671,C[NH+]1CCCC1,O,10.46,[10.46],[https://bit.ly/3wF902t],,,,,,
4672,COc1ccc2cc3[n+](cc2c1OC)CCc1cc(O)c(O)cc1-3.[Cl-],O,9.4,[9.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4673,CNc1nc(C)c(C)nc1C(N)=[NH2+],O,9.43,[9.43],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4674,CCNc1nc(NC(C)C(C)C)nc(SC)n1,O,4,[4.0],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4675,Cc1ccc(S(=O)[O-])cc1,O,1.99,[1.99],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4676,Clc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)c(Cl)c1,O,4.54,[4.54],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4677,Cn1c(=S)[nH]c2cc3c(cc21)CCCC3,O,10.78,[10.78],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4678,[NH3+]CCc1csc2ccc(O)cc12,O,9.6,[9.6],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4679,CCN(CC)CCCn1c2ccccc2c(=O)c2cc(Cl)ccc21,O,5.37,[5.37],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4680,On1cc(C2CCNCC2)cn1,O,5.4,[5.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4681,c1cc(-c2nnn[nH]2)ccc1-c1nnn[nH]1,O,3.44,[3.44],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4682,CCCn1ccnc1C,O,8.2,[8.2],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4683,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,O,10.42,[10.42],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4684,CNCC(=O)[O-],O,10.11,[10.11],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4685,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@@H]6[C@@H]5C[C@@H]43,O,8.28,"[8.28, 8.28]","[https://bit.ly/3wF902t, Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
4686,Fc1cnc(N2CC[NH2+]CC2)nc1,O,8.91,[8.91],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4687,CCC1(CC)C(=O)NC(=O)N(c2ccc([N+](=O)[O-])cc2)C1=O,O,7.32,[7.32],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4688,Cc1cccc2c1C(=O)NC2=O,O,10.49,[10.49],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4689,Nc1c2ncn3c2nc[n+]1[C@@H]1S[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]2O[C@@H]3[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,O,8,[8.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4690,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,O,8.84,[8.84],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4691,CCCCCCCCC(=O)[O-],O,4.95,[4.95],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4692,Nc1c(S(=O)(=O)[O-])ccc2ccccc12,O,1.71,[1.71],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4693,CCOC(=O)C(CC[NH+](C)C)(c1ccccc1)c1ccccc1,O,9.87,[9.87],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4694,O=C(c1ccccc1)c1ccc(-c2ccccc2C(=O)[O-])cc1,O,3.3,[3.3],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4695,COc1ccc2c3c([nH]c2c1)C1CC2C(CC(OC(=O)c4cc(OC)c(OC)c(OC)c4)C(OC)C2OC(C)=O)C[NH+]1CC3,O,6.6,[6.6],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4696,Fc1cc2nc[nH]c2c(F)c1F,O,10.7,[10.7],[https://bit.ly/3wF902t],,,,,,
4697,COc1ccc(F)cc1CNCCCNc1ccnc2cc(Oc3ccccc3OC)ccc12,O,9.28,[9.28],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4698,Oc1ncnc2cccnc12,O,8.98,[8.98],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4699,O=C([O-])CNC(=O)c1ccccc1,O,3.64,[3.64],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4700,O=C([O-])c1ccccc1Nc1cccc(S(=O)(=O)[O-])c1,O,4.31,[4.31],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4702,CC[NH+]1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,O,9.12,[9.12],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4703,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,O,5.6,[5.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4704,Cc1ccc(S(=O)(=O)c2cnc3ccc(F)cc3c2SCc2ccc(Cl)cc2)cc1,O,-0.25,[-0.25],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4705,CCOc1ccccc1C(=O)O,O,4.18,[4.18],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4706,Cn1ncc2cncnc21,O,2.48,"[2.5, 2.46]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4707,CN(C)c1nc2c(o1)CCCC2,O,6.16,[6.16],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4708,CNCCN(C)CC[NH2+]C,O,9.84,[9.84],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4709,CN(C)/C=N/c1cccc([N+](=O)[O-])c1,O,7.29,[7.29],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4710,CCCCCCCCCCCCCCCCCc1c2ccccc2nc2ccccc12,O,5.5,[5.5],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4711,CNC(NCc1ccccc1)=[NH+]C,O,10.6,[10.6],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4712,N#CC(CCCC(=O)O)c1ccccc1,O,4.64,[4.64],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4713,CCCCCCCCCCCCCc1ccccn1,O,5.6,[5.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4714,Nc1ccc2cc3ccccc3cc2c1,O,3.4,[3.4],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4715,CCCCCCCC[NH3+],O,10.61,[10.61],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4716,CCOC(=O)c1nc(=O)[nH]c2c1NC(=O)CN2,O,1.75,[1.75],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4717,CN1c2ccccc2Nc2c(O)cccc21,O,9.26,[9.26],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4718,CC(C)(C)c1ccc(S(=O)(=O)CS(=O)(=O)C(F)(F)F)cc1,O,5.1,[5.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4719,Cc1cnc(C)c(C)n1,O,2.65,[2.65],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4720,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,O,8.405,"[8.26, 8.55]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
4721,COc1cc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)ccc1NS(C)(=O)=O,O,5.72,[5.72],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4722,[NH3+]C1CCCc2ccccc21,O,9.63,[9.63],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4723,Cc1cc(Nc2c3ccccc3nc3ccccc23)ccc1NS(C)(=O)=O,O,7.08,"[7.08, 7.08]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4724,O=C([O-])CCCI,O,4.64,[4.64],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4725,CC(=O)/C(C)=N/OCc1cc(=O)oc2c1ccc1ccccc12,O,5.6,[5.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4726,CCCNc1ccncc1S(=O)(=O)NC(=O)NC(C)C,O,7.58,[7.58],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4727,N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@H](CC(F)F)[C@H]3[C@@H]3CCCN32)cc1,O,6,[6.0],"[Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
4728,CCOC(=O)C([NH3+])c1cccc([N+](=O)[O-])c1,O,-0.17,[-0.17],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4729,Cc1cccc(O)c1,O,10.055,"[10.1, 10.01]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4730,O=C(O)C1CN(Cc2ccc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1,O,3.7,[3.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4731,S=C(S)N1CCCC1,O,2.985,"[2.97, 3.0]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4732,O=C1CN=C(c2c(F)cccc2F)c2ccc(Cl)cc2N1,O,1.95,[1.95],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4733,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCC(=O)Nc1nn[nH]n1)c1ccccc1,O,5.2,[5.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4734,CC(C)(C)CN,O,10.185,"[10.17, 10.2]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., https://bit.ly/3wF902t]",,,,,,
4735,COC(=O)CC(C)=O,O,10.6,[10.6],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4736,C=CCC1(CC)C(=O)NC(=O)NC1=O,O,7.89,[7.89],[https://bit.ly/3wF902t],,,,,,
4737,Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CS(C)(=O)=O)cnc2C(N)=O)c1,O,5.7,[5.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4738,c1c(CN2CC[NH2+]CC[NH2+]CC2)n[nH]c1CN1CCNCC[NH2+]CC1,O,6.08,[6.08],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4739,CC1(C)C2CCC1(C)C([NH3+])C2,O,10.01,[10.01],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4740,N#CC1=CCC([C@H]2[C@H]3C(O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3N2CCC3(F)F)C=C1,O,2,[2.0],"[Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
4741,Cc1cc(C)c(C(C)C)cc1O,O,10.76,[10.76],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4742,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,O,8.05,[8.05],"[Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
4743,Cc1cccc(N)n1,O,7.4,[7.4],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4744,[O-]c1ccc(Cl)cc1CN1CCCCC1,O,11.76,[11.76],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4745,NS(=O)(=O)c1ccc(SCCO)c(F)c1,O,9.76,"[9.76, 9.76]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4746,O=[N+](O)C1=CC=CC1,O,3.25,[3.25],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4747,NC(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,O,6.47,"[6.47, 6.47, 6.47]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4748,CCC(=O)OC1(c2ccccc2)CC[NH+](C)CC1C,O,8.52,[8.52],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4749,CCC[NH+]1CC(C)CC(O)C1C(C)c1ccc2c(c1C)CC1C2CC=C2CC(O)CCC21C,O,7.2,[7.2],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4750,CN(C)CCC1(Cc2ccccc2)COC1,O,9.2,[9.2],[https://bit.ly/3wF902t],,,,,,
4751,Nc1ccc(C(=O)[O-])c(Br)c1,O,3.69,[3.69],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4752,CC(C)(C)C(=NO)SCC(=O)N1CCCC1,O,10.8,[10.8],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4753,O/N=C/c1nc(Cc2ccccc2)no1,O,7.94,[7.94],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4754,Nc1ccc(C(=O)O)cc1[N+](=O)[O-],O,3.96,[3.96],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4755,CC(C)(C)C1NC=[NH+]c2ccccc21,O,9.36,[9.36],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4756,Clc1ncc2ccccc2n1,O,-1.6,[-1.6],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4757,CCCN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C1=O,O,8.5,[8.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4758,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1I,O,4.24,[4.24],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4759,O=C1CC(=O)C(c2ccccc2)O1,O,3.22,[3.22],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4760,O=C([O-])CCBr,O,3.99,[3.99],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4761,COc1ccc(C(=N)N)cc1,O,11.79,[11.79],[https://bit.ly/3wF902t],,,,,,
4762,CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-],O,3.96,[3.96],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4763,CCNc1nc(N)nc(NCC)n1,O,5.525,"[5.52, 5.53]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4764,CSC(=NO)C(C)C,O,11.4,[11.4],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4765,CN(C)c1cccc(C(F)(F)F)c1,O,3.27,[3.27],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4766,C[NH+](C)CCc1csc2ccccc12,O,9.09,[9.09],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
4767,CC(C)Cc1ccc(O)c(CN(C)C)c1,O,8.51,[8.51],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
4768,OCCNc1c2ccccc2nc2c1[nH]c1ccccc12,O,8.3,[8.3],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
4769,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,O,8.983333333,"[8.7, 10.5, 8.7, 8.6, 8.7, 8.7]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., https://bit.ly/3wF902t, Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
