,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all),Acid type,Solvent name
565,Nc1ccc([NH3+])cn1,O,0,0,6.48,[6.48],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
566,O=C(O)c1cc([N+](=O)[O-])ccc1O,O,0,0,2.12,[2.12],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
567,O=C(O)C1(O)c2ccccc2-c2ccccc21,O,0,0,1.09,[1.09],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
568,Cc1ccc(O)c(C)c1C,O,0,0,10.59,[10.59],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
569,Cn1cc[nH+]c1C(=O)[O-],O,0,0,7.25,[7.25],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
570,Cc1cc(C(=O)O)c2ccccc2c1,O,0,0,3.72,[3.72],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
571,N#Cc1ccc(N)[nH+]c1,O,0,0,3.41,[3.41],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
572,N#C[C@H]1C[NH+]2CCC1CC2,O,0,0,7.81,[7.81],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
573,Cc1cnc2c(O)cccc2c1,O,0,0,9.75,[9.75],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
574,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,CC#N,88-30-2,4-nitro-3-(trifluoromethyl)phenol,19.3,[19.3],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",phenol,acetonitrile
575,C[C@H]1CC[NH2+]C(C)(C)C1,O,0,0,11.04,[11.04],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
576,CN1CC[NH+](C)CC1,CS(=O)C,-,"1,4-dimethylpiperazin-1-ium",7.7,[7.7],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
577,[NH3+]c1cc(Cl)ccc1[N+](=O)[O-],O,0,0,-1.52,[-1.52],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
578,CCCCC[NH3+],O,0,0,10.63,[10.63],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
579,CC(=O)c1cccc(O)c1,O,0,0,9.25,[9.25],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
580,Oc1ccc(Cl)c(Cl)c1,CC#N,95-77-2,"3,4-dichlorophenol",24,[24.0],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",phenol,acetonitrile
581,[NH3+]c1cc([N+](=O)[O-])ccc1Cl,O,0,0,0.64,[0.64],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
582,Oc1cccc2cnccc12,O,0,0,8.47,[8.47],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
583,C[N+](C)(C)c1ccc([NH3+])cc1,O,0,0,2.44,[2.44],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
584,C[NH+]1CCCCC1,O,0,0,10.09,"[10.1, 10.08]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,water
585,O=C(O)c1cc[n+]([O-])cc1,O,0,0,2.86,[2.86],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
586,N#CC(C#N)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,C(CCl)Cl,55852-24-9,"2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]propanedinitrile",44.2,"[44.2, 44.2]","[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DCE
587,Nc1cccc(N)[nH+]1,CC#N,,"pyridin-1-ium-2,6-diamine",14.77,[14.77],"[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489.]",protonated amine,acetonitrile
588,CCC(=O)N[C@@H](c1cccs1)c1cc(Cl)c2ccc[nH+]c2c1O,O,0,0,2.5,[2.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
589,CC#Cc1c(C)nc(O)nc1C,O,0,0,9.49,[9.49],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
590,[NH3+]c1ccc(F)cc1,O,0,0,4.65,[4.65],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
591,CC(=O)O,CC#N,64-19-7,acetic acid,23.506,"[23.51, 23.51, 23.5, 23.5, 23.51]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Tetrahedron Lett., 2018., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",carboxylic acid,acetonitrile
592,CC(C)[NH2+]C[C@@H](O)COc1ccc(COCCOC(C)C)cc1,O,0,0,9.87,[9.87],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
593,CC[NH+](CC)c1ccccc1,O,0,0,6.61,[6.61],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
594,C[NH+](C)Cc1ccc([N+](=O)[O-])cc1,O,0,0,8.14,[8.14],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
595,CC[C@@H]([NH3+])c1cccc(Br)c1,O,0,0,8.9,[8.9],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
596,N[C@@H](CS)C(=O)O,O,0,0,8.4,[8.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
597,O=S(=O)(O)C(F)(F)F,CC#N,1493-13-6,trifluoromethanesulfonic acid,2.6,"[2.6, 2.6]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Tetrahedron Lett., 2018.]",sulfonic acid,acetonitrile
598,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,O,0,0,6.3,[6.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
599,C[NH2+]Cc1cccc(C)n1,O,0,0,9.15,[9.15],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
600,CCCCC[NH2+]CCCCC,O,0,0,11.16,[11.16],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
601,Cc1ccccc1[NH2+]C1CCCCC1,O,0,0,5.34,[5.34],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
602,C[C@H]([NH3+])c1cccc(C(F)(F)F)c1,O,0,0,8.77,[8.77],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
603,Oc1cccc(Cl)c1,O,0,0,9.08,[9.08],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
604,Cc1ccc(O)cc1,O,0,0,10.26,[10.26],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
605,[NH2+]=C(c1ccccc1)c1cccc(O)c1,O,0,0,5.08,[5.08],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
606,Oc1cc(Cl)c(Cl)cc1Cl,O,0,0,7.37,[7.37],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
607,Cc1ccccc1[NH2+]C(C)(C)C,O,0,0,6.49,[6.49],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
608,COCC[NH2+]CCOC,O,0,0,9.51,[9.51],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
609,[NH3+]CC=C(Cl)Cl,O,0,0,9.47,[9.47],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
610,[NH2+]=C(c1ccccc1)c1ccccc1,O,0,0,7.18,[7.18],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
611,CCCCCCCCCCCC[NH3+],O,0,0,10.63,[10.63],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
612,COc1cc[nH+]c(CSc2nc3ccccc3[nH]2)c1,O,0,0,5.3,[5.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
613,CCOC(=O)C(C(=O)OCC)c1c(F)c(F)c(F)c(F)c1F,CC#N,1582-05-4,"diethyl 2-(2,3,4,5,6-pentafluorophenyl)propanedioate",22.86,"[22.85, 22.88, 22.85]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,acetonitrile
614,CS(=O)(=O)c1ccc([NH3+])cc1,O,0,0,1.35,[1.35],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
615,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC[N@@H+](C)Cc2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,O,0,0,7.26,[7.26],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
616,C=C[C@H]1C[N@H+]2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,O,0,0,8.5,[8.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
617,C[Si](C)(C)c1ccc([NH3+])cc1,O,0,0,4.36,[4.36],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
618,CC(=O)Nc1c(F)c(F)c(F)c(F)c1F,CC#N,653-22-5,"N-(2,3,4,5,6-pentafluorophenyl)acetamide",26.45,[26.45],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,acetonitrile
619,NC(=O)NCC(=O)O,O,0,0,3.89,[3.89],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
620,N#CC(C#N)=C(c1ccccc1)C(C#N)C#N,C(CCl)Cl,96463-47-7,"2-phenylprop-1-ene-1,1,3,3-tetracarbonitrile",35.5,[35.5],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DCE
621,Oc1c(F)c(F)c(F)c2c(F)c(F)c(F)c(F)c12,CS(=O)C,5386-30-1,"2,3,4,5,6,7,8-heptafluoronaphthalen-1-ol",8.9,[8.9],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,DMSO
622,Cn1ccc(O)nc1=O,O,0,0,9.71,[9.71],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
623,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,O,0,0,9.9,[9.9],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
624,[NH3+]c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O,0,0,0.229,[0.229],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
625,Cc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,CC#N,215395-06-5,4-chloro-N-(4-methylphenyl)sulfonyl-3-nitrobenzenesulfonamide,9.71,[9.71],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,acetonitrile
626,O=C(NO)c1ccccc1,O,0,0,8.88,[8.88],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
627,O=C(O)CCCC(=O)O,CC#N,110-94-1,pentanedioic acid,19.2,[19.2],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
628,c1ccc(C[NH+](Cc2ccccc2)Cc2ccccc2)cc1,C1CCOC1,-,tribenzylazanium,6.5,[6.5],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
629,CCCCCCC[N@@H+](CC[N+]1(C)CCCCC1)c1ccccc1,O,0,0,3.21,[3.21],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
630,O=[N+]([O-])c1ccc2c(c1)Oc1cc([N+](=O)[O-])ccc1N2,CC#N,-,"3,7-dinitro-10H-phenoxazine",22.8,[22.8],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",amine,acetonitrile
631,C/C=C/CO,O,0,0,15.8,[15.8],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
632,CC(C)(C)c1cc(N=O)cc(C(C)(C)C)c1O,O,0,0,8.18,[8.18],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
633,C[NH+](C)[C@@H]1CCc2c(ccc(O)c2O)C1,O,0,0,9.4,"[8.85, 10.5, 8.85]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
634,C=C1CC[N@@H+](C)C[C@H]1C,O,0,0,9.09,[9.09],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
635,CCCCCC[NH+](C[C@@H](C)O)C[C@@H](C)O,O,0,0,8.5,[8.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
636,CCCC[NH+](C)C,O,0,0,10.2,[10.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
637,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,O,0,0,5.81,[5.81],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
638,CC(C)[NH2+]C[C@H](O)c1ccc(F)c(F)c1,O,0,0,9.36,[9.36],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
639,OCc1ccccc1,O,0,0,15.44,[15.44],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
640,CC[C@@](CC(=O)O)(C(=O)OC)c1ccccc1,O,0,0,4.46,[4.46],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
641,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,O,0,0,4.69,[4.69],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
642,[NH3+][C@@H]1CCCC[C@H]1O,O,0,0,9.53,[9.53],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
643,O=C(O)[C@H](Cc1ccccc1)[NH+]1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,3.1,[3.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
644,O=C(O)/C=C/c1ccccc1Cl,O,0,0,4.41,[4.41],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
645,NC1=[NH+][C@H](c2ccc(F)cc2)Nc2cccc(F)c21,O,0,0,9,[9.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
646,[NH3+]CCCC(Cl)(Cl)Cl,O,0,0,9.93,[9.93],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
647,C[C@H]1CC[N@H+](C)C(C)(C)C1,O,0,0,10.18,[10.18],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
648,Cc1ncoc1C(=O)O,O,0,0,2.88,[2.88],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
649,Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],O,489-98-5,"2,4,6-trinitroaniline",12.2,[12.2],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,water
650,Clc1cccc(Cl)c1NC1=[NH+]CCN1,O,0,0,8.05,[8.05],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
651,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,O,0,0,4,[4.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
652,CCC[NH3+],CS(=O)C,,propylazanium,10.7,[10.7],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
653,I,O,10034-85-2,iodane,-9.5,"[-9.5, -9.5]","[Kutt et al., Tetrahedron Lett., 2018., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",inorganic,water
654,CCc1ccc(CC(=O)O)cc1,O,0,0,4.37,[4.37],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
655,CN(C)[P+](Nc1ccccc1)(N(C)C)N(C)C,CC#N,-,anilino-tris(dimethylamino)phosphanium,21.26,[21.26],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",amine,acetonitrile
656,O=C(O)CCc1cccc(Cl)c1,O,0,0,4.59,[4.59],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
657,Cc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,CC#N,3695-00-9,4-methyl-N-(4-methylphenyl)sulfonylbenzenesulfonamide,11.97,"[11.97, 11.97, 11.97, 11.97]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,acetonitrile
658,CCC[NH2+][C@@H](C)C(=O)Nc1ccccc1C,O,0,0,7.9,[7.9],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
659,N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,C(CCl)Cl,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",52.3,"[52.3, 52.3]","[Kutt et al., Tetrahedron Lett., 2018., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DCE
660,N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CS(=O)C,62325-51-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",3.3,[3.3],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DMSO
661,[NH3+][C@@H]1C=CCCC1,O,0,0,10.42,[10.42],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
662,c1ccc2c(c1)-c1cccc3c1C2c1ccccc1-3,CS(=O)C,205-94-7,fluoradene,10.5,[10.5],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,DMSO
663,C[NH+](C)CCOC(c1ccccc1)c1ccccc1,O,0,0,9.1,[9.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
664,O=C(O)c1ccc2cccccc1-2,O,0,0,5.5,[5.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
665,C[NH+](C)Cc1ccccn1,O,0,0,8.12,[8.12],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
666,CCCC(=O)OO,O,0,0,8.2,[8.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",acidic hydroxyl,water
667,C[NH2+]c1ccc(C)cc1C,O,0,0,4.56,[4.56],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
668,Cc1ccc(S(=O)(=O)NC(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,O,0,0,5.95,"[3.2, 8.7]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
669,COc1cccc([C@@H](O)C[NH2+]C(C)C)c1,O,0,0,9.54,[9.54],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
670,C1CN=C2NCCC[NH+]2C1,CC#N,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",26.025,"[26.03, 26.02]","[Kutt et al., Tetrahedron Lett., 2018., Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
671,COc1ccc(C2=CC3CCCCC3C3=C2OP(=O)(NS(=O)(=O)C(F)(F)F)Oc2c(-c4ccc(OC)cc4)cc4c(c23)CCCC4)cc1,CC#N,1071853-99-0,"N-[10,16-bis(4-methoxyphenyl)-13-oxo-12,14-dioxa-13λ5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2,8,10,16-pentaen-13-yl]-1,1,1-trifluoromethanesulfonamide",6.865,"[6.83, 6.9]","[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,acetonitrile
672,O=[N+]([O-])c1cc2ccccc2[nH]1,CC#N,60544-75-4,2-nitro-1H-indole,23.64,[23.64],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,acetonitrile
673,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,O,0,0,4.37,[4.37],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
674,CN(C)CC[NH+](C)C,C1CCOC1,-,2-(dimethylamino)ethyl-dimethylazanium,12.8,[12.8],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
675,O=C(O)c1ccc2ccccc2c1,O,0,0,4.18,[4.18],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
676,[NH3+]c1cc([N+](=O)[O-])ccc1F,O,0,0,1.09,[1.09],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
677,C[NH2+]CCc1cccc[nH+]1,O,0,0,3.9,[3.9],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
678,Oc1cccc2nccnc12,O,0,0,8.68,[8.68],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
679,CCC(=O)C(C[C@H](C)[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,O,0,0,8.53,[8.53],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
680,O=C(O)c1c(Cl)cccc1[N+](=O)[O-],O,0,0,1.34,[1.34],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
681,C=CC[NH+](C[C@@H](C)O)C[C@@H](C)O,O,0,0,8.2,[8.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
682,COc1ccc(Cc2[nH+]ccc3cc(OC)c(OC)cc23)cc1OC,O,0,0,6.4,[6.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
683,Cc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,C(CCl)Cl,100724-78-5,4-methyl-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,43.3,"[43.3, 43.3]","[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,DCE
684,[NH3+]C[C@H](O)c1cccc(O)c1,O,0,0,8.67,[8.67],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
685,Cc1c(F)c(F)c(C(C#N)c2ccccc2)c(F)c1F,CC#N,58432-62-5,"2-phenyl-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",26.96666667,"[26.96, 26.96, 26.98]","[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,acetonitrile
686,CCCc1c(C)nc(N)[nH+]c1C,O,0,0,5.42,[5.42],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
687,C1CN=C2CCC[NH+]2C1,CC#N,-,"3,4,5,6,7,8-hexahydro-2H-pyrrolo[1,2-a]pyrimidin-5-ium",23.89,[23.89],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
688,CSc1cc(Cl)c([NH3+])cc1Cl,O,0,0,1.7,[1.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
689,[O-][Cl+3]([O-])([O-])O,CC#N,7601-90-3,perchloric acid,1.7,"[1.57, 1.83]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Tetrahedron Lett., 2018.]",inorganic,acetonitrile
