Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
C1CNC2=NCCC[NH+]2C1,CC#N,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",26.025,"[26.03, 26.02]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1CNC2=NCCC[NH+]2C1,C1CCOC1,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",20.2,"[19.4, 21.0]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1CNC2=NCCC[NH+]2C1,O,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",15.2,[15.2],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CNC2=NCCC[NH+]2C1,CS(=O)C,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",15.3,[15.3],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CNCC[NH2+]1,CC#N,8057-14-5,piperazin-1-ium,18.69,[18.69],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CNCC[NH2+]1,C1CCOC1,8057-14-5,piperazin-1-ium,14.2,[14.2],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CNCC[NH2+]1,O,8057-14-5,piperazin-1-ium,9.72,[9.72],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1CNCC[NH2+]1,CS(=O)C,8057-14-5,piperazin-1-ium,10.5,[10.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(=C(C#N)C#N)C(C#N)C#N,C(CCl)Cl,24943-63-3,"2-methylprop-1-ene-1,1,3,3-tetracarbonitrile",36.4,[36.4],['leito_acids']
CC(=C(C#N)C#N)C(C#N)C#N,CC#N,24943-63-3,"2-methylprop-1-ene-1,1,3,3-tetracarbonitrile",7.36,[7.36],['pKa_values_of_acids_in_acetonitrile.pdf']
CC(=O)NC1=C(C(=C(C(=C1F)F)F)F)F,CC#N,653-22-5,"N-(2,3,4,5,6-pentafluorophenyl)acetamide",26.45,[26.45],['Ejoc202001649-sup-00001-misc_information.pdf']
CC(=O)NC1=C(C(=C(C(=C1F)F)F)F)F,CS(=O)C,653-22-5,"N-(2,3,4,5,6-pentafluorophenyl)acetamide",14.3,[14.3],['Ejoc202001649-sup-00001-misc_information.pdf']
CC(=O)O,CC#N,64-19-7,acetic acid,23.506,"[23.51, 23.51, 23.5, 23.5, 23.51]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC(=O)O,CN(C)C=O,64-19-7,acetic acid,13.5,[13.5],['Ejoc202001649-sup-00001-misc_information.pdf']
CC(=O)O,C1CCOC1,64-19-7,acetic acid,22.48,[22.48],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
CC(=O)O,O,64-19-7,acetic acid,4.755,"[4.75, 4.76]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC(=O)O,CS(=O)C,64-19-7,acetic acid,12.45,"[12.6, 12.3]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC(=O)OC1=CNC2=CC=CC=C21,CC#N,608-08-2,1H-indol-3-yl acetate,29.97,"[29.97, 29.97]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[N+](=O)[O-],CC#N,728-40-5,"2,6-ditert-butyl-4-nitrophenol",19,[19.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC(C)(C)C1=CC=C(C=C1)O,CC#N,98-54-4,4-tert-butylphenol,27.48,[27.48],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC(C)(C)N[P+](N(C)C)(N(C)C)N(C)C,CC#N,-,(tert-butylamino)-tris(dimethylamino)phosphanium,26.98,[26.98],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)(C)N[P+](N(C)C)(N(C)C)N(C)C,C1CCOC1,-,(tert-butylamino)-tris(dimethylamino)phosphanium,18.9,[18.9],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)(C)N[P+](N(C)C)(N(C)C)N(C)C,O,-,(tert-butylamino)-tris(dimethylamino)phosphanium,17,[17.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)(C)N[P+](N(C)C)(N(C)C)N(C)C,CS(=O)C,-,(tert-butylamino)-tris(dimethylamino)phosphanium,15.7,[15.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)(C)N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N=P(N(C)C)(N(C)C)N(C)C,C1CCOC1,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,33.9,[33.9],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)(C)N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N=P(N(C)C)(N(C)C)N(C)C,O,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,30,[30.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)(C)N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CS(=O)C,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,30.25,[30.25],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)(C)N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CC#N,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,42.7,[42.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,CC#N,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,28.42,"[28.42, 28.42]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,O,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,17.5,[17.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,C1CCOC1,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,20.2,"[20.2, 20.2]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,CS(=O)C,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,17.4,[17.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)[NH3+],O,,propan-2-ylazanium,10.65,[10.65],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)[NH3+],CS(=O)C,,propan-2-ylazanium,10.9,[10.9],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)[NH3+],CC#N,,propan-2-ylazanium,18.3,[18.3],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)C(C1=CC=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,CC#N,126661-11-8,1-(2-methyl-1-nitropropyl)-4-nitrobenzene,25.9,[25.9],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC(C)C[NH3+],C1CCOC1,58471-06-0,2-methylpropylazanium,13,[13.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)C[NH3+],O,58471-06-0,2-methylpropylazanium,10.42,[10.42],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)C[NH3+],CS(=O)C,58471-06-0,2-methylpropylazanium,10.9,[10.9],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)C[NH3+],CC#N,58471-06-0,2-methylpropylazanium,17.92,[17.92],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC3=CC=CC=C3C4=C2OP(=O)(OC5=C4C6=CC=CC=C6C=C5C7=C(C=C(C=C7C(C)C)C(C)C)C(C)C)O)C(C)C,CS(=O)C,791616-63-2,"13-hydroxy-10,16-bis[2,4,6-tri(propan-2-yl)phenyl]-12,14-dioxa-13λ5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaene 13-oxide",4.22,[4.22],['Ejoc202001649-sup-00001-misc_information.pdf']
CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC3=CC=CC=C3C4=C2OP(=O)(OC5=C4C6=CC=CC=C6C=C5C7=C(C=C(C=C7C(C)C)C(C)C)C(C)C)O)C(C)C,CC#N,791616-63-2,"13-hydroxy-10,16-bis[2,4,6-tri(propan-2-yl)phenyl]-12,14-dioxa-13λ5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaene 13-oxide",13.615,"[13.63, 13.6]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC(CC([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC#N,-,"1,1,3,3-tetranitrobutane",8,[8.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC[NH+](C)C,CC#N,-,ethyl(dimethyl)azanium,18.33,[18.33],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH+](C)C,C1CCOC1,-,ethyl(dimethyl)azanium,12.6,[12.6],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH+](C)C,O,-,ethyl(dimethyl)azanium,9.99,[9.99],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH+](C)C,CS(=O)C,-,ethyl(dimethyl)azanium,8.5,[8.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH+](C)CC,CS(=O)C,-,diethyl(methyl)azanium,9,[9.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH+](C)CC,CC#N,-,diethyl(methyl)azanium,18.2,[18.2],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH+](C)CC,C1CCOC1,-,diethyl(methyl)azanium,12.7,[12.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH+](C)CC,O,-,diethyl(methyl)azanium,10.29,[10.29],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH+](CC)CC,C1CCOC1,17440-81-2,triethylazanium,12.5,"[12.5, 12.5]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
CC[NH+](CC)CC,O,17440-81-2,triethylazanium,10.675,"[10.7, 10.65]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
CC[NH+](CC)CC,CS(=O)C,17440-81-2,triethylazanium,9,"[9.0, 9.0]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
CC[NH+](CC)CC,CC#N,17440-81-2,triethylazanium,18.73,"[18.63, 18.83]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
CC[NH2+]CC,CS(=O)C,-,diethylazanium,10.5,[10.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH2+]CC,CC#N,-,diethylazanium,18.75,[18.75],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH2+]CC,C1CCOC1,-,diethylazanium,13,[13.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH2+]CC,O,-,diethylazanium,10.98,[10.98],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH3+],O,16999-99-8,ethylazanium,10.63,[10.63],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH3+],C1CCOC1,16999-99-8,ethylazanium,13.5,[13.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH3+],CS(=O)C,16999-99-8,ethylazanium,10.9,[10.9],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC[NH3+],CC#N,16999-99-8,ethylazanium,18.4,[18.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CC=CC=CC(=O)O,CC#N,110-44-1,"hexa-2,4-dienoic acid",22.97,"[22.97, 22.97]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC=CC=CC(=O)O,O,110-44-1,"hexa-2,4-dienoic acid",4.5,[4.5],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=[NH+]C2=C(C=CC=C2N)C=C1,CC#N,,2-methylquinolin-1-ium-8-amine,11.54,[11.54],['pKa_values_of_nitrogen_heterocycles.pdf']
CC1=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,CS(=O)C,1018330-43-2,"1-methyl-2,3,4,5,6-pentakis(trifluoromethyl)benzene",13.9,[13.9],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,CC#N,-,"1-methyl-2,3,4,5,6-pentakis(trifluoromethyl)benzene",28.735,"[28.7, 28.77, 28.77, 28.7]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=C(C(=C(C(=C1C#N)C#N)C#N)C#N)C#N,CC#N,1213-77-0,"6-methylbenzene-1,2,3,4,5-pentacarbonitrile",20.14,"[20.14, 20.14, 20.14]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC1=C(C(=C(C(=C1C#N)C#N)C#N)C#N)C#N,CS(=O)C,1213-77-0,"6-methylbenzene-1,2,3,4,5-pentacarbonitrile",8.2,[8.2],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=C(C(=C(C(=C1F)F)C(C#N)C#N)F)F,CC#N,64934-71-0,"2-(2,3,5,6-tetrafluoro-4-methylphenyl)propanedinitrile",15.10333333,"[17.57, 13.87, 13.87]","['pKa_values_of_acids_in_acetonitrile.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
CC1=C(C(=C(C(=C1F)F)C(C#N)C2=C(C(=C(C(=C2F)F)F)F)F)F)F,CC#N,52345-34-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",21.94,"[21.94, 21.94, 21.94]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
CC1=C(C(=C(C(=C1F)F)C(C#N)C2=C(C(=C(C(=C2F)F)F)F)F)F)F,C(CCl)Cl,52345-34-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",56.7,[56.7],['leito_acids']
CC1=C(C(=C(C(=C1F)F)C(C#N)C2=CC=CC=C2)F)F,CC#N,58432-62-5,"2-phenyl-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",26.96,[26.96],['leito_acids']
CC1=C(C(=C(C(=C1F)F)NC2=C(C(=C(C(=C2F)F)F)F)F)F)F,CC#N,80588-36-9,"2,3,5,6-tetrafluoro-4-methyl-N-(2,3,4,5,6-pentafluorophenyl)aniline",24.94,[24.94],['leito_acids']
CC1=C(C(=C(C(=C1F)F)O)F)F,CC#N,1644-90-2,"2,3,5,6-tetrafluoro-4-methylphenol",20.3,[20.3],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,C(CCl)Cl,76-60-8,"2,6-dibromo-4-[3-(3,5-dibromo-4-hydroxy-2-methylphenyl)-1,1-dioxo-2,1λ6-benzoxathiol-3-yl]-3-methylphenol",45.2,[45.2],['leito_acids']
CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,CC#N,76-60-8,"2,6-dibromo-4-[3-(3,5-dibromo-4-hydroxy-2-methylphenyl)-1,1-dioxo-2,1Œª6-benzoxathiol-3-yl]-3-methylphenol",11,[11.0],['a_unified_view_to_bronsted_acidity_scales.pdf']
CC1=C(C(=CC=C1)C(=O)O)C(=O)O,CC#N,37102-74-2,3-methylphthalic acid,17,[17.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC#N,302-79-4,"3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",22.77666667,"[22.78, 22.78, 22.77]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=C(C=C(C(=C1Br)O)C(C)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C(=C(C(=C4)C(C)C)O)Br)C,C(CCl)Cl,76-59-5,"2-bromo-4-[3-(3-bromo-4-hydroxy-2-methyl-5-propan-2-ylphenyl)-1,1-dioxo-2,1λ6-benzoxathiol-3-yl]-3-methyl-6-propan-2-ylphenol",46.1,[46.1],['leito_acids']
CC1=C(C=C(C(=C1Br)O)C(C)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C(=C(C(=C4)C(C)C)O)Br)C,CC#N,76-59-5,"2-bromo-4-[3-(3-bromo-4-hydroxy-2-methyl-5-propan-2-ylphenyl)-1,1-dioxo-2,1Œª6-benzoxathiol-3-yl]-3-methyl-6-propan-2-ylphenol",11.7,[11.7],['a_unified_view_to_bronsted_acidity_scales.pdf']
CC1=C(C=C(C=C1)C(=O)O)C,CC#N,619-04-5,"3,4-dimethylbenzoic acid",19,[19.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=C(C=C(C=C1)S(=O)(=O)N)C,CC#N,6326-18-7,"3,4-dimethylbenzenesulfonamide",25.01,[25.01],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CC#N,118-96-7,"2-methyl-1,3,5-trinitrobenzene",23.2,[23.2],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=C(F)C(=C([C@@H](C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,C(CCl)Cl,52345-34-3,"(R)-2-(perfluorophenyl)-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",56.7,[56.7],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=C(F)C(=C([C@@H](C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,CC#N,52345-34-3,"(R)-2-(perfluorophenyl)-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",21.94,"[21.94, 21.94]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC1=C(F)C(=C(C(C#N)C#N)C(=C1F)F)F,CC#N,64934-71-0,"2-(2,3,5,6-tetrafluoro-4-methylphenyl)propanedinitrile",13.87,"[13.87, 13.87]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C)C(=C2F)F)F)C(=C1F)F)F,C(CCl)Cl,58432-44-3,"2,2-bis(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",57.8,"[57.8, 57.8]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C)C(=C2F)F)F)C(=C1F)F)F,CC#N,58432-44-3,"2,2-bis(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",22.8,"[22.8, 22.8, 22.8, 22.8, 22.8]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,CS(=O)C,58432-62-5,"2-phenyl-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",13.2,[13.2],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,CC#N,58432-62-5,"2-phenyl-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",26.97,"[26.96, 26.98]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC1=C(F)C(=C(NC2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,CS(=O)C,80588-36-9,"2,3,5,6-tetrafluoro-4-methyl-N-(2,3,4,5,6-pentafluorophenyl)aniline",12.3,[12.3],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=C(F)C(=C(NC2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,CC#N,80588-36-9,"2,3,5,6-tetrafluoro-4-methyl-N-(2,3,4,5,6-pentafluorophenyl)aniline",24.95,"[24.94, 24.96]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC1=CC(=C(C(=C1)C)C(=O)O)C,CC#N,480-63-7,"2,4,6-trimethylbenzoic acid",20.5,[20.5],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],O,534-52-1,"2-methyl-4,6-dinitrophenol",4.35,[4.35],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],CS(=O)C,534-52-1,"2-methyl-4,6-dinitrophenol",4.59,[4.59],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],CC#N,534-52-1,"2-methyl-4,6-dinitrophenol",16.97,[16.97],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=CC(=CC=C1)S(=O)(=O)N,CC#N,1899-94-1,3-methylbenzenesulfonamide,24.67,[24.67],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=CC(=CC2=C1NC3=CC=CC=C3O2)[N+]([O-])=O,CC#N,-,-,25.8,[25.8],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=N[S](=O)(=O)C(F)(F)F)C2=CC=C(Cl)C=C2,CC#N,174788-93-3,N-(4-chloro-N-((trifluoromethyl)sulfonyl)phenylsulfonimidoyl)-4-methylbenzenesulfonamide,4.87,"[5.14, 4.81, 4.81, 4.78, 4.81]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=N[S](=O)(=O)C(F)(F)F)C2=CC=C(Cl)C=C2,C(CCl)Cl,174788-93-3,N-(4-chloro-N-((trifluoromethyl)sulfonyl)phenylsulfonimidoyl)-4-methylbenzenesulfonamide,38,"[38.0, 38.0]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,CC#N,215395-07-6,4-methyl-N-(trifluoromethylsulfonyl)benzenesulfonamide,5.95,"[6.17, 5.86, 5.82]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O,C(CCl)Cl,100724-78-5,4-methyl-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,43.3,[43.3],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O,CC#N,100724-78-5,4-methyl-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,10.04,"[10.04, 10.04]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=O)C2=CC=C(Cl)C=C2,CC#N,69173-28-0,N-(4-chlorophenyl)sulfonyl-4-methylbenzenesulfonamide,11.1,"[11.1, 11.1]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC1=CC=C(C=C1)C(=O)NS(=O)(=O)C(F)(F)F,CC#N,343337-70-2,4-methyl-N-(trifluoromethylsulfonyl)benzamide,11.46,"[11.46, 11.46, 11.46]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=CC=C(C=C1)C(C#N)C#N,CC#N,33534-88-2,2-(4-methylphenyl)propanedinitrile,17.58333333,"[17.59, 17.57, 17.59]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=CC=C(C=C1)C(C#N)C#N,CS(=O)C,33534-88-2,2-(4-methylphenyl)propanedinitrile,4.85,[4.85],['Ejoc202001649-sup-00001-misc_information.pdf']
