,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
806,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,CS(=O)C,573-56-8,"2,6-dinitrophenol",4.9,[4.9],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
807,CC(=O)Oc1ccccc1C(=O)[OH:12],O,0,0,3.5,[3.5],"[""['hunt_et_al']""]"
808,C[N+](C)(C)c1cccc(CCC(=O)[OH:15])c1,O,0,0,4.17,[4.17],"[""['hunt_et_al']""]"
809,N#CC(O)=C(C#N)C#N,CC#N,27062-39-1,"2-hydroxyethene-1,1,2-tricarbonitrile",4.430000000000001,"[4.39, 4.36, 4.36, 4.39, 4.69, 4.39]","[""['DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"", ""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf']""]"
810,NS(=O)(=O)c1cccc(C(F)(F)F)c1,CN(C)C=O,672-58-2,3-(trifluoromethyl)benzenesulfonamide,16.01,[16.01],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
811,CC(C)(C)CC(C)(C)[NH3+:9],O,0,0,10.73,[10.73],"[""['hunt_et_al']""]"
812,c1ccc2nnc([OH:11])cc2c1,O,0,0,8.63,[8.63],"[""['hunt_et_al']""]"
813,Fc1c(F)c(F)c(C[NH3+:8])c(F)c1F,O,0,0,7.67,[7.67],"[""['hunt_et_al']""]"
814,FC(F)(F)c1cccc([OH:8])c1,O,0,0,8.95,[8.95],"[""['hunt_et_al']""]"
815,CC[NH+:20](CC)CCC(c1ccccc1)c1ccccc1,O,0,0,10.1,[10.1],"[""['hunt_et_al']""]"
816,CN1CCN(c2ccc(-c3cc(NCC[NH+:29](C)C)c4ccccc4n3)cc2)CC1,O,0,0,8.94,[8.94],"[""['hunt_et_al']""]"
817,N#Cc1cccc([OH:9])c1,O,0,0,8.61,[8.61],"[""['hunt_et_al']""]"
818,Oc1cccc(C(F)(F)F)c1,CC#N,98-17-9,3-(trifluoromethyl)phenol,26.18,"[24.9, 26.5, 26.5, 26.5, 26.5]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
819,O=C([C@H]1CCC[NH2+]C1)[OH:9],O,0,0,3.35,[3.35],"[""['hunt_et_al']""]"
820,NC(=O)c1cnc(N)[nH+:6]c1,O,0,0,2.06,[2.06],"[""['hunt_et_al']""]"
821,CN(C)CC[NH+](C)C,CS(=O)C,-,2-(dimethylamino)ethyl-dimethylazanium,8.8,[8.8],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
822,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccc(C(=O)[OH:29])cc2)ccc1Cl,O,0,0,4.1,[4.1],"[""['hunt_et_al']""]"
823,CCOC(=O)c1ccccc1[NH+:12](C)C,O,0,0,5.48,[5.48],"[""['hunt_et_al']""]"
824,CC[NH+](C)CC,O,-,diethyl(methyl)azanium,10.29,[10.29],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
825,Cc1c([N+](=O)[O-])ccc([NH3+:9])c1C,O,0,0,1.96,[1.96],"[""['hunt_et_al']""]"
826,N#CC(C#N)c1c(F)c(F)cc(F)c1F,CC#N,55810-63-4,"2-(2,3,5,6-tetrafluorophenyl)propanedinitrile",12.98,"[12.98, 12.98, 12.98, 12.98, 12.98]","[""['a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"", ""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
827,O=C(NS(=O)(=O)C(F)(F)F)c1ccc([N+](=O)[O-])cc1,CC#N,39062-98-1,4-nitro-N-(trifluoromethylsulfonyl)benzamide,9.49,"[9.49, 9.49, 9.49, 9.49]","[""['DCE_2011_pKa_Table_MeCN.pdf', 'leito_acids']"", ""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
828,COC(=O)c1ccccc1S(=O)(=O)[NH:19]C(=O)N(C)c1nc(C)nc(OC)n1,O,0,0,4.7,[4.7],"[""['hunt_et_al']""]"
829,C[NH3+],O,17000-00-9,methylazanium,10.62,[10.62],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
830,O=[N+]([O-])c1ccc([NH3+:7])cc1Cl,O,0,0,0.26,[0.26],"[""['hunt_et_al']""]"
831,O=S(=O)(C(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F,CS(=O)C,40906-82-9,bis(trifluoromethylsulfonyl)methylbenzene,2.0,[2.0],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
832,O=[N+]([O-])c1cccc(S(=O)(=O)[NH:13]c2ccccc2)c1,O,0,0,7.5,[7.5],"[""['hunt_et_al']""]"
833,O=[N+]([O-])c1ccccc1[OH:10],O,0,0,7.21,[7.21],"[""['hunt_et_al']""]"
834,C[C@@H](CC(c1ccccc1)c1ccccc1)[NH+:19](C)C,O,0,0,9.43,[9.43],"[""['hunt_et_al']""]"
835,CCC[NH2+:11]Cc1ccccc1,O,0,0,9.6,[9.6],"[""['hunt_et_al']""]"
836,OC[C@H](O)C[SH:6],O,0,0,9.46,[9.46],"[""['hunt_et_al']""]"
837,Oc1ccc2c(c1O)C[C@H]2C[NH3+:10],O,0,0,8.5,[8.5],"[""['hunt_et_al']""]"
838,Br,C(CCl)Cl,10035-10-6,bromane,40.6,"[40.6, 40.6, 40.6]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
839,CC[NH2+:9]c1ccccc1,O,0,0,5.12,[5.12],"[""['hunt_et_al']""]"
840,O=S(=O)(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,CC#N,2725-55-5,4-chloro-N-(4-chlorophenyl)sulfonylbenzenesulfonamide,10.2,"[10.2, 10.2, 10.2, 10.2, 10.2]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
841,O=C(c1ccc(-c2nn[nH:28]n2)cc1)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,3.6,[3.6],"[""['hunt_et_al']""]"
842,COc1cccc(/C=C/C(=O)[OH:12])c1,O,0,0,4.38,[4.38],"[""['hunt_et_al']""]"
843,Cc1ccc(C(c2ccccc2)=[NH2+:16])c(C)c1,O,0,0,6.79,[6.79],"[""['hunt_et_al']""]"
844,O=C(Cc1ccc([N+](=O)[O-])cc1)[OH:13],O,0,0,3.85,[3.85],"[""['hunt_et_al']""]"
845,CC[C@@H](O)C(=O)[OH:6],O,0,0,3.68,[3.68],"[""['hunt_et_al']""]"
846,O=C(O)c1cccc(Br)c1,CC#N,585-76-2,3-bromobenzoic acid,19.5,[19.5],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
847,CC[NH+:12](CC)c1ccc(C)cc1,O,0,0,7.13,[7.13],"[""['hunt_et_al']""]"
848,O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,CC#N,2226486-82-2,-,7.83,"[7.82, 7.84]","[""['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
849,CCOc1ccc(N/C(C)=[NH+:19]/c2ccc(OCC)cc2)cc1,O,0,0,9.3,[9.3],"[""['hunt_et_al']""]"
850,Brc1cccc(Br)c1[OH:7],O,0,0,6.67,[6.67],"[""['hunt_et_al']""]"
851,O=C(c1ccc(O)cc1)[OH:10],O,0,0,4.54,[4.54],"[""['hunt_et_al']""]"
852,CCCCNc1ccc(C(=O)OCC[NH+:17](C)C)cc1,O,0,0,8.5,[8.5],"[""['hunt_et_al']""]"
853,CC[NH+:9]1CCC(C)CC1,O,0,0,10.28,[10.28],"[""['hunt_et_al']""]"
854,CC(C)(C)c1ccc([NH3+:11])cc1,O,0,0,4.95,[4.95],"[""['hunt_et_al']""]"
855,C=C[C@@H](Cl)C(=O)[OH:6],O,0,0,2.54,[2.54],"[""['hunt_et_al']""]"
856,CC(=O)c1cccc([NH3+:9])c1,O,0,0,3.56,[3.56],"[""['hunt_et_al']""]"
857,O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1O,CC#N,88-87-9,"4-chloro-2,6-dinitrophenol",15.3,[15.3],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
858,c1ccc2[nH]ccc2c1,CS(=O)C,120-72-9,1H-indole,20.95,[20.95],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
859,Oc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,CC#N,727-49-1,"1,3,4,5,6,7,8-heptafluoronaphthalen-2-ol",18.5,"[18.5, 18.5, 18.5]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
860,CC[C@H](c1ccc(Br)cc1)[NH3+:10],O,0,0,9.08,[9.08],"[""['hunt_et_al']""]"
861,O=P1(NS(=O)(=O)C(F)(F)F)Oc2c(-c3cc(-c4ccccc4)cc(-c4ccccc4)c3)cc3cc2c2cc(cc(-c4cc(-c5ccccc5)cc(C5C=CC=CC5)c4)c2O1)c1cccc2c4cccc3c4c12,CC#N,1630950-49-0,,6.5,[6.5],"[""['leito_acids']""]"
862,O=[N+]([O-])c1ccc2c([NH3+:11])cccc2c1,O,0,0,2.89,[2.89],"[""['hunt_et_al']""]"
863,Cc1[nH]cc[nH+:5]1,O,0,0,7.8,[7.8],"[""['hunt_et_al']""]"
864,O=[N+]([O-])c1ccc2[nH]ccc2c1,CS(=O)C,6146-52-7,5-nitro-1H-indole,15.0,[15.0],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
865,O=C([O-])[C@H](c1ccccc1)[NH+:27]1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,9.6,[9.6],"[""['hunt_et_al']""]"
866,c1ccc(/N=N/c2c([OH:19])ccc3ccccc23)nc1,O,0,0,11.2,[11.2],"[""['hunt_et_al']""]"
867,NCCCCC[NH3+],CS(=O)C,-,5-aminopentylazanium,11.7,[11.7],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
868,C[NH+:19](C)CCCN1c2ccccc2Sc2ccccc21,O,0,0,9.4,[9.4],"[""['hunt_et_al']""]"
869,CC(C)[NH+:32]1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,O,0,0,8.26,[8.26],"[""['hunt_et_al']""]"
870,C[C@H]1CCC[NH2+:7]C1,O,0,0,11.07,[11.07],"[""['hunt_et_al']""]"
871,Cn1cc[nH+:6]c1C(=O)[O-],O,0,0,7.25,[7.25],"[""['hunt_et_al']""]"
872,ClCC[OH:3],O,0,0,14.31,[14.31],"[""['hunt_et_al']""]"
873,CCN(CC)CCC[NH+:12](CC)CC,O,0,0,10.18,[10.18],"[""['hunt_et_al']""]"
874,N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CS(=O)C,42238-34-6,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",7.975,"[8.0, 7.95]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
875,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CC[NH3+:17])c1ccno1,O,0,0,9.5,[9.5],"[""['hunt_et_al']""]"
876,CC(=O)[C@H](C[NH+:15]1CCOCC1)c1ccccc1,O,0,0,6.23,[6.23],"[""['hunt_et_al']""]"
877,c1cc([OH:11])c2nccnc2c1,O,0,0,8.68,[8.68],"[""['hunt_et_al']""]"
878,c1cc([OH:11])c2ncncc2c1,O,0,0,8.67,[8.67],"[""['hunt_et_al']""]"
879,CCCCc1cc(C)c([OH:13])cc1C,O,0,0,10.74,[10.74],"[""['hunt_et_al']""]"
880,O=[N+]([O-])c1ccc([NH2+:14]Cc2ccccc2)c([N+](=O)[O-])c1,O,0,0,-4.9,[-4.9],"[""['hunt_et_al']""]"
881,C[C@H]1C[NH2+:4]1,O,0,0,8.18,[8.18],"[""['hunt_et_al']""]"
882,O=C(c1ccccc1O)[OH:10],O,0,0,2.78,[2.78],"[""['hunt_et_al']""]"
883,Cc1cccc([OH:8])c1,O,0,0,10.09,[10.09],"[""['hunt_et_al']""]"
884,CCOCC[NH2+:9]CCOCC,O,0,0,8.47,[8.47],"[""['hunt_et_al']""]"
885,NCCCC[NH3+],O,-,4-aminobutylazanium,10.65,[10.65],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
886,O=C([C@H](c1ccccc1)N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)[OH:29],O,0,0,3.0,[3.0],"[""['hunt_et_al']""]"
887,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CC#N,6325-93-5,4-nitrobenzenesulfonamide,23.740000000000002,"[22.91, 24.57]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
888,O=C(c1cccc([N+](=O)[O-])c1O)[OH:13],O,0,0,1.87,[1.87],"[""['hunt_et_al']""]"
889,CCOP(=O)(C[NH+:8](C)C)OCC,O,0,0,5.85,[5.85],"[""['hunt_et_al']""]"
890,c1ccc(-c2cccc[nH+]2)nc1,CC#N,,2-pyridin-1-ium-2-ylpyridine,12.265,"[12.26, 12.27]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
891,CC(C)c1ccccc1[NH3+:10],O,0,0,4.42,[4.42],"[""['hunt_et_al']""]"
892,Cc1ccnc2c([OH:12])cccc12,O,0,0,10.0,[10.0],"[""['hunt_et_al']""]"
893,C[NH+:13](C)CCC(=O)Cc1ccccc1,O,0,0,8.3,[8.3],"[""['hunt_et_al']""]"
894,CC[NH+:18](CC)CCNC(=O)c1ccc(NC(C)=O)cc1,O,0,0,9.14,[9.14],"[""['hunt_et_al']""]"
895,CCC[N@H+:15](C)[C@@H]1CCc2ccccc2C1,O,0,0,9.83,[9.83],"[""['hunt_et_al']""]"
896,Cc1ccccc1[NH3+],CC#N,,(2-methylphenyl)azanium,10.5,[10.5],"[""['pKa_values_of_nitrogen_heterocycles.pdf']""]"
897,CCCCCCCCC[NH3+:10],O,0,0,10.64,[10.64],"[""['hunt_et_al']""]"
898,C[C@H]1C[C@H](O[N+](=O)[O-])[C@@H]2CCCC[C@H]2[NH2+:11]1,O,0,0,9.36,[9.36],"[""['hunt_et_al']""]"
899,C1C[NH2+:4]C1,O,0,0,11.3,[11.3],"[""['hunt_et_al']""]"
900,OCC[NH+:12](CCO)Cc1cccc(Br)c1,O,0,0,8.98,[8.98],"[""['hunt_et_al']""]"
901,CCOc1nc(F)cc2nc(S(=O)(=O)[NH:20]c3c(Cl)cccc3C(=O)OC)nn12,O,0,0,4.81,[4.81],"[""['hunt_et_al']""]"
902,CS(=O)(=O)[NH:23]C(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,O,0,0,5.2,[5.2],"[""['hunt_et_al']""]"
903,O=C([C@H](O)c1cccc(Cl)c1)[OH:10],O,0,0,3.24,[3.24],"[""['hunt_et_al']""]"
904,Cc1cc(Cl)ccc1[NH3+:8],O,0,0,3.848,[3.848],"[""['hunt_et_al']""]"
905,C[C@H]1CCC[C@@H](C)[NH+:9]1C,O,0,0,10.15,[10.15],"[""['hunt_et_al']""]"
906,O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+:18]CC3)c(F)cc2c1=O,O,0,0,8.57,[8.57],"[""['hunt_et_al']""]"
907,C1CC[NH2+]C1,CC#N,84316-19-8,pyrrolidin-1-ium,19.62,[19.62],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
908,O=C(c1ccccc1)[NH:26]S(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,4.3,[4.3],"[""['hunt_et_al']""]"
909,Cc1cccc([NH+:10](C)C)c1,O,0,0,5.344,[5.344],"[""['hunt_et_al']""]"
910,COc1ccc([C@@H](O)C[NH2+:15]CC(C)C)cc1OC,O,0,0,9.28,[9.28],"[""['hunt_et_al']""]"
911,CC[N@H+:9]1CCC[C@@H](C)C1,O,0,0,10.33,[10.33],"[""['hunt_et_al']""]"
912,CC(C)C[NH+:9]1CCCC1,O,0,0,10.38,[10.38],"[""['hunt_et_al']""]"
913,C1CC[NH2+:6]CC1,O,0,0,11.1,[11.1],"[""['hunt_et_al']""]"
914,Fc1ccc([C@@H]2C[C@H]2[NH3+:10])cc1,O,0,0,8.25,[8.25],"[""['hunt_et_al']""]"
915,COc1ccccc1C(c1ccccc1)=[NH2+:15],O,0,0,7.29,[7.29],"[""['hunt_et_al']""]"
916,C[n+]1cccc2cc([OH:12])ccc21,O,0,0,7.12,[7.12],"[""['hunt_et_al']""]"
917,O=S(=O)(N=C(NS(=O)(=O)C(F)(F)F)c1ccccc1)C(F)(F)F,C(CCl)Cl,500721-91-5,"N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",33.3,[33.3],"[""['leito_acids']""]"
918,N#CC(c1ccc(C(F)(F)F)cc1)c1c(F)c(F)c(F)c(F)c1F,CS(=O)C,42238-35-7,2-(perfluorophenyl)-2-(4-(trifluoromethyl)phenyl)acetonitrile,4.9,[4.9],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
919,C[C@@H]1CCCC[N@@H+:17]1CCCOC(=O)c1ccc(Cl)c(Cl)c1,O,0,0,8.9,[8.9],"[""['hunt_et_al']""]"
920,O=C(O)c1ccccc1,CC#N,65-85-0,benzoic acid,21.506000000000004,"[21.51, 21.51, 21.5, 21.5, 21.51]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
921,CCCC[C@@H](c1ccc(Cl)cc1)[NH3+:12],O,0,0,8.85,[8.85],"[""['hunt_et_al']""]"
922,O=C([O-])CC[SH:6],O,0,0,10.27,[10.27],"[""['hunt_et_al']""]"
923,Cc1ccc(C(C#N)C#N)cc1,CC#N,33534-88-2,2-(4-methylphenyl)propanedinitrile,17.583333333333332,"[17.59, 17.57, 17.59]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
924,Clc1ccc[nH+]c1,CC#N,,3-chloropyridin-1-ium,9.55,[9.55],"[""['pKa_values_of_nitrogen_heterocycles.pdf']""]"
925,c1cnc2c(c1)ccc1ccc3ccc[nH+]c3c12,O,,,12.0,[12.0],"[""['pKa_values_of_nitrogen_heterocycles.pdf']""]"
926,O=[N+]([O-])c1cc(C2CCCCC2)c([OH:19])c([N+](=O)[O-])c1,O,0,0,4.52,[4.52],"[""['hunt_et_al']""]"
927,N[C@@H]1CCc2cc(O)c([OH:13])cc2C1,O,0,0,9.1,[9.1],"[""['hunt_et_al']""]"
928,c1c[nH+][nH]n1,O,-,2H-triazol-1-ium,1.17,"[1.17, 1.17]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
929,COc1ccc([NH3+:8])cc1[N+](=O)[O-],O,0,0,3.36,[3.36],"[""['hunt_et_al']""]"
930,C=C1CC[N@@H+:9](C)C[C@H]1C,O,0,0,9.09,[9.09],"[""['hunt_et_al']""]"
931,CC[NH+:6](C)CC,O,0,0,10.5,[10.5],"[""['hunt_et_al']""]"
932,Nc1c(Cl)cc(Cl)c[nH+:6]1,O,0,0,2.75,[2.75],"[""['hunt_et_al']""]"
933,CCC[C@@H](C)[N@@H+:20](CC[N+]1(C)CCCCC1)c1ccccc1,O,0,0,3.42,[3.42],"[""['hunt_et_al']""]"
934,O=C(O)C(=O)[OH:5],O,0,0,1.27,[1.27],"[""['hunt_et_al']""]"
935,O=C(NCCS)NCC[SH:9],O,0,0,9.26,[9.26],"[""['hunt_et_al']""]"
936,CC(C)CC[NH2+:11]CCC(C)C,O,0,0,10.94,[10.94],"[""['hunt_et_al']""]"
937,CSc1ccccc1[NH3+:8],O,0,0,3.45,[3.45],"[""['hunt_et_al']""]"
938,O=[N+]([O-])c1cc([NH3+:7])ccc1F,O,0,0,2.44,[2.44],"[""['hunt_et_al']""]"
939,CSc1ccc([NH3+:8])cc1I,O,0,0,3.44,[3.44],"[""['hunt_et_al']""]"
940,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,CN(C)C=O,88-89-1,"2,4,6-trinitrophenol",1.1,[1.1],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
941,CCC[NH2+:7]CCC,O,0,0,11.0,[11.0],"[""['hunt_et_al']""]"
942,[NH3+][C@@H]1CCc2c(ccc([OH:12])c2O)C1,O,0,0,8.9,[8.9],"[""['hunt_et_al']""]"
943,O=S(=O)(OCC(F)(F)CF)c1cc(S(=O)(=O)OCC(F)(F)CF)c(O)c(S(=O)(=O)OCC(F)(F)CF)c1,CC#N,1263293-54-4,,8.155000000000001,"[8.14, 8.17]","[""['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
944,C[NH2+:4]CC(=O)[O-],O,0,0,10.18,[10.18],"[""['hunt_et_al']""]"
945,c1ccc2c(c1)CC[NH2+:10]C2,O,0,0,9.41,[9.41],"[""['hunt_et_al']""]"
946,Cc1nc2ccccc2nc1[OH:12],O,0,0,9.9,[9.9],"[""['hunt_et_al']""]"
947,CCC[C@@H]1CCCC[NH2+:9]1,O,0,0,10.9,[10.9],"[""['hunt_et_al']""]"
948,Cc1ccc(CC(=O)[OH:11])cc1,O,0,0,4.37,[4.37],"[""['hunt_et_al']""]"
949,C1C[NH+]2CCC1CC2,CS(=O)C,-,1-azoniabicyclo[2.2.2]octane,9.8,[9.8],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
950,O=S(=O)([O-])CC[SH:6],O,0,0,9.2,[9.2],"[""['hunt_et_al']""]"
951,Fc1c(F)c(F)c(Nc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CS(=O)C,1535-92-8,"2,3,4,5,6-pentafluoro-N-(2,3,4,5,6-pentafluorophenyl)aniline",11.6,[11.6],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
952,O=C(O)c1cccc2cccc(C(=O)O)c12,CC#N,518-05-8,"naphthalene-1,8-dicarboxylic acid",21.8,[21.8],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
953,Nc1[nH]c2ccccc2[nH+:8]1,O,0,0,7.2,[7.2],"[""['hunt_et_al']""]"
954,Cc1ccc([OH:9])cc1C,O,0,0,10.32,[10.32],"[""['hunt_et_al']""]"
955,CCCOc1ccccc1C(=O)[OH:12],O,0,0,4.24,[4.24],"[""['hunt_et_al']""]"
956,CC[C@@H](C)C(=O)[OH:7],O,0,0,4.81,[4.81],"[""['hunt_et_al']""]"
957,c1cncc(C[NH+:12]2CCCC2)c1,O,0,0,8.36,[8.36],"[""['hunt_et_al']""]"
958,CN(C)[P+](NC(C)(C)C)(N(C)C)N(C)C,O,-,(tert-butylamino)-tris(dimethylamino)phosphanium,17.0,[17.0],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
959,CC1=CCCC[N@H+:8]1C,O,0,0,11.38,[11.38],"[""['hunt_et_al']""]"
960,Cc1cccc(CCC(=O)[OH:12])c1,O,0,0,4.68,[4.68],"[""['hunt_et_al']""]"
961,N#CCc1ccc([N+](=O)[O-])cc1,CC#N,555-21-5,2-(4-nitrophenyl)acetonitrile,25.4,[25.4],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
962,O=C(CCc1cccc(Cl)c1)[OH:11],O,0,0,4.59,[4.59],"[""['hunt_et_al']""]"
963,CC1(C)CC(C)(C)C[NH+:11](C)C1,O,0,0,9.43,[9.43],"[""['hunt_et_al']""]"
964,CC=CC=CC(=O)O,O,110-44-1,"hexa-2,4-dienoic acid",4.5,[4.5],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
965,COc1cc([NH3+:12])c2ccccc2c1,O,0,0,3.26,[3.26],"[""['hunt_et_al']""]"
966,COc1ccc([NH3+:8])cc1Br,O,0,0,4.08,[4.08],"[""['hunt_et_al']""]"
967,O=S(=O)(c1cc(S(=O)(=O)C(F)(F)F)c(O)c(S(=O)(=O)C(F)(F)F)c1)C(F)(F)F,CC#N,71571-37-4,"2,4,6-tris(trifluoromethylsulfonyl)phenol",4.5200000000000005,"[4.48, 4.48, 4.44, 4.48, 4.8, 4.44]","[""['DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"", ""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
968,Oc1ccc(C(F)(F)F)cc1,O,402-45-9,4-(trifluoromethyl)phenol,8.68,[8.68],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
969,CCOCC[SH:6],O,0,0,9.38,[9.38],"[""['hunt_et_al']""]"
970,CC(=O)c1ccc([OH:10])cc1,O,0,0,8.05,[8.05],"[""['hunt_et_al']""]"
971,Cc1cc(C[N@@H+:26](CC(=O)Nc2ccc(Cl)cc2Cl)C2CCCCC2)ccc1OCC(=O)[O-],O,0,0,6.7,[6.7],"[""['hunt_et_al']""]"
972,O=C(C(F)(F)Cl)[OH:4],O,0,0,0.46,[0.46],"[""['hunt_et_al']""]"
973,Nc1ccc([NH3+:8])nc1,O,0,0,6.48,[6.48],"[""['hunt_et_al']""]"
974,COc1ccc(Cl)cc1[NH3+:8],O,0,0,3.56,[3.56],"[""['hunt_et_al']""]"
975,O=[N+]([O-])c1ccccc1O,O,88-75-5,2-nitrophenol,7.22,[7.22],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
976,c1ccc2[nH+]c3ccccc3cc2c1,O,-,acridin-10-ium,5.62,"[5.62, 5.62]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
977,C[NH+]1CCCCC1,C1CCOC1,-,1-methylpiperidin-1-ium,12.9,[12.9],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
978,c1ccc(Cc2ccc([NH3+:14])cc2)cc1,O,0,0,4.78,[4.78],"[""['hunt_et_al']""]"
979,C[NH+:23]1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,O,0,0,7.88,[7.88],"[""['hunt_et_al']""]"
